crossed_rownames,name_1,syct_1,mmin_1,mmax_1,cach_1,chmin_1,chmax_1,perf_1,estperf_1,name_2,syct_2,mmin_2,mmax_2,cach_2,chmin_2,chmax_2,perf_2,estperf_2
50_150,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NAS AS/7000 N,72,2000,8000,16,6,8,105,48
50_151,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NAS AS/8040,40,8000,16000,32,8,16,214,126
50_152,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NAS AS/8050,40,8000,32000,64,8,24,277,266
50_153,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NAS AS/8060,35,8000,32000,64,8,24,370,270
50_154,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NAS AS/9000 DPC,38,16000,32000,128,16,32,510,426
50_155,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NAS AS/9000 N,48,4000,24000,32,8,24,214,151
50_156,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NAS AS/9040,38,8000,32000,64,8,24,326,267
50_157,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NAS AS/9060,30,16000,32000,256,16,24,510,603
50_158,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NCR V8535 II,112,1000,1000,0,1,4,8,19
50_159,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NCR V8545 II,84,1000,2000,0,1,6,12,21
50_160,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NCR V8555 II,56,1000,4000,0,1,6,17,26
50_161,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NCR V8565 II,56,2000,6000,0,1,8,21,35
50_162,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NCR V8565 II E,56,2000,8000,0,1,8,24,41
50_163,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NCR V8575 II,56,4000,8000,0,1,8,34,47
50_164,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NCR V8585 II,56,4000,12000,0,1,8,42,62
50_165,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NCR V8595 II,56,4000,16000,0,1,8,46,78
50_166,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NCR V8635 ,38,4000,8000,32,16,32,51,80
50_167,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NCR V8650,38,4000,8000,32,16,32,116,80
50_168,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NCR V8635,38,8000,16000,64,4,8,100,142
50_169,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NCR V8665,38,8000,24000,160,4,8,140,281
50_170,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NCR V8670,38,4000,16000,128,16,32,212,190
50_171,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NIXDORF 8890/30,200,1000,2000,0,1,2,25,21
50_172,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NIXDORF 8890/50,200,1000,4000,0,1,4,30,25
50_173,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NIXDORF 8890/70,200,2000,8000,64,1,5,41,67
50_174,DEC VAX 11/780,200,512,8000,8,1,8,62,38,PERKIN-ELMER 3205,250,512,4000,0,1,7,25,24
50_175,DEC VAX 11/780,200,512,8000,8,1,8,62,38,PERKIN-ELMER 3210,250,512,4000,0,4,7,50,24
50_176,DEC VAX 11/780,200,512,8000,8,1,8,62,38,PERKIN-ELMER 3230,250,1000,16000,1,1,8,50,64
50_177,DEC VAX 11/780,200,512,8000,8,1,8,62,38,PRIME 50-2250,160,512,4000,2,1,5,30,25
50_178,DEC VAX 11/780,200,512,8000,8,1,8,62,38,PRIME 50-250 II,160,512,2000,2,3,8,32,20
50_179,DEC VAX 11/780,200,512,8000,8,1,8,62,38,PRIME 50-550 II,160,1000,4000,8,1,14,38,29
50_180,DEC VAX 11/780,200,512,8000,8,1,8,62,38,PRIME 50-750 II,160,1000,8000,16,1,14,60,43
50_181,DEC VAX 11/780,200,512,8000,8,1,8,62,38,PRIME 50-850 II,160,2000,8000,32,1,13,109,53
50_182,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SIEMENS 7.521,240,512,1000,8,1,3,6,19
50_183,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SIEMENS 7.531,240,512,2000,8,1,5,11,22
50_184,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SIEMENS 7.536,105,2000,4000,8,3,8,22,31
50_185,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SIEMENS 7.541,105,2000,6000,16,6,16,33,41
50_186,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SIEMENS 7.551,105,2000,8000,16,4,14,58,47
50_187,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SIEMENS 7.561,52,4000,16000,32,4,12,130,99
50_188,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SIEMENS 7.865-2,70,4000,12000,8,6,8,75,67
50_189,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SIEMENS 7.870-2,59,4000,12000,32,6,12,113,81
50_190,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SIEMENS 7.872-2,59,8000,16000,64,12,24,188,149
50_191,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SIEMENS 7.875-2,26,8000,24000,32,8,16,173,183
50_192,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SIEMENS 7.880-2,26,8000,32000,64,12,16,248,275
50_193,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SIEMENS 7.881-2,26,8000,32000,128,24,32,405,382
50_194,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SPERRY 1100/61 H1,116,2000,8000,32,5,28,70,56
50_195,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SPERRY 1100/81,50,2000,32000,24,6,26,114,182
50_196,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SPERRY 1100/82,50,2000,32000,48,26,52,208,227
50_197,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SPERRY 1100/83,50,2000,32000,112,52,104,307,341
50_198,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SPERRY 1100/84,50,4000,32000,112,52,104,397,360
50_199,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SPERRY 1100/93,30,8000,64000,96,12,176,915,919
50_200,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SPERRY 1100/94,30,8000,64000,128,12,176,1150,978
50_201,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SPERRY 80/3,180,262,4000,0,1,3,12,24
50_202,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SPERRY 80/4,180,512,4000,0,1,3,14,24
50_203,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SPERRY 80/5,180,262,4000,0,1,3,18,24
50_204,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SPERRY 80/6,180,512,4000,0,1,3,21,24
50_205,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SPERRY 80/8,124,1000,8000,0,1,8,42,37
50_206,DEC VAX 11/780,200,512,8000,8,1,8,62,38,SPERRY 90/80 MODEL 3,98,1000,8000,32,2,8,46,50
50_207,DEC VAX 11/780,200,512,8000,8,1,8,62,38,STRATUS 32,125,2000,8000,0,2,14,52,41
50_208,DEC VAX 11/780,200,512,8000,8,1,8,62,38,WANG VS10,480,512,8000,32,0,0,67,47
50_209,DEC VAX 11/780,200,512,8000,8,1,8,62,38,WANG VS 90,480,1000,4000,0,0,0,45,25
51_52,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,DG ECLIPSE M/600,700,256,2000,0,1,1,24,19
51_53,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,DG ECLIPSE MV/1000,140,1000,16000,16,1,3,138,72
51_54,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,DG ECLIPSE MV/4000,200,1000,8000,0,1,2,36,36
51_55,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,DG ECLIPSE MV/6000,110,1000,4000,16,1,2,26,30
51_56,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,DG ECLIPSE MV/8000,110,1000,12000,16,1,2,60,56
51_57,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,DG ECLIPSE MV/8000 II,220,1000,8000,16,1,2,71,42
51_58,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,FORMATION F4000/100,800,256,8000,0,1,4,12,34
51_59,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,FORMATION F4000/200,800,256,8000,0,1,4,14,34
51_60,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,FORMATION F4000/200AP,800,256,8000,0,1,4,20,34
51_61,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,FORMATION F4000/300,800,256,8000,0,1,4,16,34
51_62,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,FORMATION F4000/300AP,800,256,8000,0,1,4,22,34
51_63,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,FOUR PHASE 2000/260,125,512,1000,0,8,20,36,19
51_64,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,GOULD CONCEPT 32/8705,75,2000,8000,64,1,38,144,75
51_65,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,GOULD CONCEPT 32/8750,75,2000,16000,64,1,38,144,113
51_66,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,GOULD CONCEPT 32/8780,75,2000,16000,128,1,38,259,157
51_67,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HP 3000/30,90,256,1000,0,3,10,17,18
51_68,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HP 3000/40,105,256,2000,0,3,10,26,20
51_69,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HP 3000/44,105,1000,4000,0,3,24,32,28
51_70,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HP 3000/48,105,2000,4000,8,3,19,32,33
51_71,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HP 3000/64,75,2000,8000,8,3,24,62,47
51_72,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HP 3000/88,75,3000,8000,8,3,48,64,54
51_73,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HP 3000/III,175,256,2000,0,3,24,22,20
51_74,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HARRIS 100,300,768,3000,0,6,24,36,23
51_75,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HARRIS 300,300,768,3000,6,6,24,44,25
51_76,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HARRIS 500,300,768,12000,6,6,24,50,52
51_77,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HARRIS 600,300,768,4500,0,1,24,45,27
51_78,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HARRIS 700,300,384,12000,6,1,24,53,50
51_79,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HARRIS 80,300,192,768,6,6,24,36,18
51_80,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HARRIS 800,180,768,12000,6,1,31,84,53
51_81,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HONEYWELL DPS 6/35,330,1000,3000,0,2,4,16,23
51_82,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HONEYWELL DPS 6/92,300,1000,4000,8,3,64,38,30
51_83,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HONEYWELL DPS 6/96,300,1000,16000,8,2,112,38,73
51_84,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HONEYWELL DPS 7/35,330,1000,2000,0,1,2,16,20
51_85,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HONEYWELL DPS 7/45,330,1000,4000,0,3,6,22,25
51_86,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HONEYWELL DPS 7/55,140,2000,4000,0,3,6,29,28
51_87,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HONEYWELL DPS 7/65,140,2000,4000,0,4,8,40,29
51_88,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HONEYWELL DPS 8/44,140,2000,4000,8,1,20,35,32
51_89,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HONEYWELL DPS 8/49,140,2000,32000,32,1,20,134,175
51_90,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HONEYWELL DPS 8/50,140,2000,8000,32,1,54,66,57
51_91,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HONEYWELL DPS 8/52,140,2000,32000,32,1,54,141,181
51_92,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HONEYWELL DPS 8/62,140,2000,32000,32,1,54,189,181
51_93,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,HONEYWELL DPS 8/20,140,2000,4000,8,1,20,22,32
51_94,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 3033 S,57,4000,16000,1,6,12,132,82
51_95,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 3033 U,57,4000,24000,64,12,16,237,171
51_96,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 3081,26,16000,32000,64,16,24,465,361
51_97,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 3081 D,26,16000,32000,64,8,24,465,350
51_98,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 3083 B,26,8000,32000,0,8,24,277,220
51_99,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 3083 E,26,8000,16000,0,8,16,185,113
51_100,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 370/125-2,480,96,512,0,1,1,6,15
51_101,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 370/148,203,1000,2000,0,1,5,24,21
51_102,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 370/158-3,115,512,6000,16,1,6,45,35
51_103,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 38/3,1100,512,1500,0,1,1,7,18
51_104,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 38/4,1100,768,2000,0,1,1,13,20
51_105,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 38/5,600,768,2000,0,1,1,16,20
51_106,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 38/7,400,2000,4000,0,1,1,32,28
51_107,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 38/8,400,4000,8000,0,1,1,32,45
51_108,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 4321,900,1000,1000,0,1,2,11,18
51_109,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 4331-1,900,512,1000,0,1,2,11,17
51_110,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 4331-11,900,1000,4000,4,1,2,18,26
51_111,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 4331-2,900,1000,4000,8,1,2,22,28
51_112,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 4341,900,2000,4000,0,3,6,37,28
51_113,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 4341-1,225,2000,4000,8,3,6,40,31
51_114,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 4341-10,225,2000,4000,8,3,6,34,31
51_115,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 4341-11,180,2000,8000,8,1,6,50,42
51_116,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 4341-12,185,2000,16000,16,1,6,76,76
51_117,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 4341-2,180,2000,16000,16,1,6,66,76
51_118,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 4341-9,225,1000,4000,2,3,6,24,26
51_119,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 4361-4,25,2000,12000,8,1,4,49,59
51_120,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 4361-5,25,2000,12000,16,3,5,66,65
51_121,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 4381-1,17,4000,16000,8,6,12,100,101
51_122,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 4381-2,17,4000,16000,32,6,12,133,116
51_123,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 8130 A,1500,768,1000,0,0,0,12,18
51_124,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 8130 B,1500,768,2000,0,0,0,18,20
51_125,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IBM 8140,800,768,2000,0,0,0,20,20
51_126,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IPL 4436,50,2000,4000,0,3,6,27,30
51_127,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IPL 4443,50,2000,8000,8,3,6,45,44
51_128,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IPL 4445,50,2000,8000,8,1,6,56,44
51_129,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IPL 4446,50,2000,16000,24,1,6,70,82
51_130,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IPL 4460,50,2000,16000,24,1,6,80,82
51_131,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,IPL 4480,50,8000,16000,48,1,10,136,128
51_132,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,MAGNUSON M80/30,100,1000,8000,0,2,6,16,37
51_133,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,MAGNUSON M80/31,100,1000,8000,24,2,6,26,46
51_134,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,MAGNUSON M80/32,100,1000,8000,24,3,6,32,46
51_135,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,MAGNUSON M80/42,50,2000,16000,12,3,16,45,80
51_136,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,MAGNUSON M80/43,50,2000,16000,24,6,16,54,88
51_137,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,MAGNUSON M80/44,50,2000,16000,24,6,16,65,88
51_138,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,MICRODATA SEQ.MS/3200,150,512,4000,0,8,128,30,33
51_139,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NAS AS/3000,115,2000,8000,16,1,3,50,46
51_140,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NAS AS/3000 N,115,2000,4000,2,1,5,40,29
51_141,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NAS AS/5000,92,2000,8000,32,1,6,62,53
51_142,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NAS AS/5000 E,92,2000,8000,32,1,6,60,53
51_143,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NAS AS/5000 N,92,2000,8000,4,1,6,50,41
51_144,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NAS AS/6130,75,4000,16000,16,1,6,66,86
51_145,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NAS AS/6150,60,4000,16000,32,1,6,86,95
51_146,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NAS AS/6620,60,2000,16000,64,5,8,74,107
51_147,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NAS AS/6630,60,4000,16000,64,5,8,93,117
51_148,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NAS AS/6650,50,4000,16000,64,5,10,110,119
51_149,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NAS AS/7000,72,4000,16000,64,8,16,143,120
51_150,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NAS AS/7000 N,72,2000,8000,16,6,8,105,48
51_151,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NAS AS/8040,40,8000,16000,32,8,16,214,126
51_152,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NAS AS/8050,40,8000,32000,64,8,24,277,266
51_153,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NAS AS/8060,35,8000,32000,64,8,24,370,270
51_154,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NAS AS/9000 DPC,38,16000,32000,128,16,32,510,426
51_155,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NAS AS/9000 N,48,4000,24000,32,8,24,214,151
51_156,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NAS AS/9040,38,8000,32000,64,8,24,326,267
51_157,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NAS AS/9060,30,16000,32000,256,16,24,510,603
51_158,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NCR V8535 II,112,1000,1000,0,1,4,8,19
51_159,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NCR V8545 II,84,1000,2000,0,1,6,12,21
51_160,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NCR V8555 II,56,1000,4000,0,1,6,17,26
51_161,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NCR V8565 II,56,2000,6000,0,1,8,21,35
51_162,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NCR V8565 II E,56,2000,8000,0,1,8,24,41
51_163,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NCR V8575 II,56,4000,8000,0,1,8,34,47
51_164,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NCR V8585 II,56,4000,12000,0,1,8,42,62
51_165,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NCR V8595 II,56,4000,16000,0,1,8,46,78
51_166,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NCR V8635 ,38,4000,8000,32,16,32,51,80
51_167,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NCR V8650,38,4000,8000,32,16,32,116,80
51_168,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NCR V8635,38,8000,16000,64,4,8,100,142
51_169,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NCR V8665,38,8000,24000,160,4,8,140,281
51_170,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NCR V8670,38,4000,16000,128,16,32,212,190
51_171,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NIXDORF 8890/30,200,1000,2000,0,1,2,25,21
51_172,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NIXDORF 8890/50,200,1000,4000,0,1,4,30,25
51_173,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,NIXDORF 8890/70,200,2000,8000,64,1,5,41,67
51_174,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,PERKIN-ELMER 3205,250,512,4000,0,1,7,25,24
51_175,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,PERKIN-ELMER 3210,250,512,4000,0,4,7,50,24
51_176,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,PERKIN-ELMER 3230,250,1000,16000,1,1,8,50,64
51_177,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,PRIME 50-2250,160,512,4000,2,1,5,30,25
51_178,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,PRIME 50-250 II,160,512,2000,2,3,8,32,20
51_179,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,PRIME 50-550 II,160,1000,4000,8,1,14,38,29
51_180,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,PRIME 50-750 II,160,1000,8000,16,1,14,60,43
51_181,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,PRIME 50-850 II,160,2000,8000,32,1,13,109,53
51_182,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SIEMENS 7.521,240,512,1000,8,1,3,6,19
51_183,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SIEMENS 7.531,240,512,2000,8,1,5,11,22
51_184,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SIEMENS 7.536,105,2000,4000,8,3,8,22,31
51_185,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SIEMENS 7.541,105,2000,6000,16,6,16,33,41
51_186,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SIEMENS 7.551,105,2000,8000,16,4,14,58,47
51_187,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SIEMENS 7.561,52,4000,16000,32,4,12,130,99
51_188,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SIEMENS 7.865-2,70,4000,12000,8,6,8,75,67
51_189,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SIEMENS 7.870-2,59,4000,12000,32,6,12,113,81
51_190,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SIEMENS 7.872-2,59,8000,16000,64,12,24,188,149
51_191,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SIEMENS 7.875-2,26,8000,24000,32,8,16,173,183
51_192,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SIEMENS 7.880-2,26,8000,32000,64,12,16,248,275
51_193,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SIEMENS 7.881-2,26,8000,32000,128,24,32,405,382
51_194,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SPERRY 1100/61 H1,116,2000,8000,32,5,28,70,56
51_195,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SPERRY 1100/81,50,2000,32000,24,6,26,114,182
51_196,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SPERRY 1100/82,50,2000,32000,48,26,52,208,227
51_197,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SPERRY 1100/83,50,2000,32000,112,52,104,307,341
51_198,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SPERRY 1100/84,50,4000,32000,112,52,104,397,360
51_199,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SPERRY 1100/93,30,8000,64000,96,12,176,915,919
51_200,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SPERRY 1100/94,30,8000,64000,128,12,176,1150,978
51_201,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SPERRY 80/3,180,262,4000,0,1,3,12,24
51_202,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SPERRY 80/4,180,512,4000,0,1,3,14,24
51_203,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SPERRY 80/5,180,262,4000,0,1,3,18,24
51_204,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SPERRY 80/6,180,512,4000,0,1,3,21,24
51_205,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SPERRY 80/8,124,1000,8000,0,1,8,42,37
51_206,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,SPERRY 90/80 MODEL 3,98,1000,8000,32,2,8,46,50
51_207,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,STRATUS 32,125,2000,8000,0,2,14,52,41
51_208,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,WANG VS10,480,512,8000,32,0,0,67,47
51_209,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34,WANG VS 90,480,1000,4000,0,0,0,45,25
52_53,DG ECLIPSE M/600,700,256,2000,0,1,1,24,19,DG ECLIPSE MV/1000,140,1000,16000,16,1,3,138,72
52_54,DG ECLIPSE M/600,700,256,2000,0,1,1,24,19,DG ECLIPSE MV/4000,200,1000,8000,0,1,2,36,36
52_55,DG ECLIPSE M/600,700,256,2000,0,1,1,24,19,DG ECLIPSE MV/6000,110,1000,4000,16,1,2,26,30
52_56,DG ECLIPSE M/600,700,256,2000,0,1,1,24,19,DG ECLIPSE MV/8000,110,1000,12000,16,1,2,60,56
52_57,DG ECLIPSE M/600,700,256,2000,0,1,1,24,19,DG ECLIPSE MV/8000 II,220,1000,8000,16,1,2,71,42
52_58,DG ECLIPSE M/600,700,256,2000,0,1,1,24,19,FORMATION F4000/100,800,256,8000,0,1,4,12,34
